,ECO_Code,Opening,Moves
2100,C89,"Steiner Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 e4
2101,C89,"Kevitz Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. 1Bxd5 cxd5 13. 1d4 Bd6 14. 1Re3
2102,C89,"Geller Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. 1d4 Bd6 13. 1Re1 Qh4 14. 1g3 Qh3
2103,C89,"Fischer Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. 1g3
2104,C90,"Suetin Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. a3
2105,C90,"Lutikov Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. Bd2
2106,C90,"Leonhardt Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 Na5 9. Bc2 c5 10. d4 Qc7 11. h3 Nc6 12. 1d5 Nd8 13. 1Nbd2 g5
2107,C87,"Averbakh Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 d6
2108,C87,"Kecskemet; Timbuktu Var, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 d6 7. c3 O-O 8. d4 Bd7 9. Nbd2 Be8
2109,C87,"Romanovsky Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 d6 7. c3 O-O 8. d4 Bd7 9. Nbd2 exd4 10. cxd4 Nb4
2110,C79,"Central Countergambit, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O d5
2111,C79,"Russian Defense, Ruy Lopez; C79; Lasker Defense",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O d6
2112,C79,"Brix Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O g6
2113,C80,"Tarrasch; Open Variation, Ruy Lopez; C80",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4
2114,C80,"Schlechter Defense, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. a4 Nxd4
2115,C80,"Berger Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. a4 Nxd4 9. Nxd4 exd4 10. Nc3
2116,C80,"Harksen Gambit, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. c4
2117,C83,"Malkin Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5
2118,C81,Keres; Estonian; Howell; Moscow Var,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6
2119,C82,C82,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3
2120,C82,"Italian Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Bc5
2121,C82,"St Petersburg Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Bc5 10. Nbd2
2122,C82,"Dilworth; Kleczynski Var, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Bc5 10. Nbd2 O-O 11. Bc2
2123,C82,"Motzko Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Bc5 10. Qd3
2124,C82,"Nenarokov Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Bc5 10. Qd3 Ne7
2125,C83,C83,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Be7
2126,C83,"Breslau Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Be7 10. Re1 O-O 11. Nd4
2127,C82,"Berlin Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Nc5
2128,C80,"Bernstein Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. Nbd2
2129,C80,"Karpov Gambit, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. Nbd2 Nc5 10. c3 d4
2130,C81,"Howell Attack, Ruy Lopez; C81",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. Qe2
2131,C81,"Adam Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. Qe2 Be7 10. c4
2132,C81,"Ekstrom Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. Qe2 Be7 10. Rd1 O-O 11. c4
2133,C80,"Zukertort Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Ne7
2134,C80,"Richter Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. d5
2135,C80,"Friess Attack, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Nxe5
2136,C80,"Riga Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 exd4
2137,C80,"Knoore Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. Nc3
2138,C80,"Tartakower Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. Qe2
2139,C80,"Skipworth Gambit, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. Re1 d5
2140,C77,"Wormald Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. Qe2
2141,C70,"Cozio Defense Deferred, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nge7
2142,C68,"Exchange Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6
2143,C68,"Lutikov Variation, Ruy Lopez Exchange",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 bxc6
2144,C68,"Keres Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 bxc6 5. Nc3
2145,C68,"Romanovsky Variation, Ruy Lopez Exchange",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 bxc6 5. Nc3 f6 6. d3
2146,C68,"Alekhjne Variation, Ruy Lopez Exchange",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. d4 exd4 6. Qxd4 Qxd4 7. Nxd4 Bd6
2147,C68,"Barendregt-Fischer Var, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O
2148,C68,"King’s Bishop Variation, Ruy Lopez Exchange",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Bd6
2149,C68,"Alapin Gambit, Ruy Lopez Exchange",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Bg4 6. h3 h5
2150,C69,"Gligoric Variation, Ruy Lopez; C69",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O f6
2151,C69,"Bronstein Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Qd6
2152,C60,"Rotary-Albany Gambit, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 b6
2153,C60,"Alapin Defense, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Bb4
2154,C60,"Alapin Gambit, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Bb4 4. c3 Ba5 5. Bxc6 dxc6
2155,C64,"Classical; Cordel Var, Ruy Lopez; C64",1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5
2156,C64,"Spanish Wing Gambit, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. b4
2157,C64,"Charousek Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. c3 Bb6
2158,C64,"Konikowski Gambit, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. c3 d5
2159,C64,"Cordel Gambit, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. c3 f5
2160,C64,"Benelux Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. c3 Nf6 5. d4 Bb6 6. O-O O-O
2161,C64,"Boden Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. c3 Qe7
2162,C64,"Zaitsev Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. O-O Nd4 5. b4
2163,C64,"Zukertort Gambit, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. O-O Nf6 5. c3
2164,C60,"Lucena Defense, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Be7
2165,C60,"Sawyer’s Gambit, Ruy Lopez; Spanish Countergambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 d5
2166,C60,"Harding Gambit, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 d5 4. Nxe5 Qg5 5. Nxc6
2167,C60,"Fricke Gambit, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 d5 4. Nxe5 Qg5 5. O-O
2168,C62,"Steinitz Defense, Ruy Lopez; C62",1. e4 e5 2. Nf3 Nc6 3. Bb5 d6
2169,C62,"Nimzovich Attack, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 d6 4. d4 Bd7 5. Nc3 Nf6 6. Bxc6
2170,C62,"Center Gambit, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 d6 4. d4 exd4 5. O-O
2171,C63,"Schliemann; Jaenisch Var, Ruy Lopez; C63",1. e4 e5 2. Nf3 Nc6 3. Bb5 f5
2172,C63,"Exchange Variation, Schliemann Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 f5 4. Bxc6
2173,C63,"Schoenemann Attack, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 f5 4. d4
2174,C63,"Jaenisch Gambit Accepted, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 f5 4. exf5
2175,C63,"Berger (Dyckhoff) Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 f5 4. Nc3
2176,C63,"Kostic Defense, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 f5 4. Nc3 fxe4 5. Nxe4 Be7
2177,C63,"Moehring Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 f5 4. Nc3 fxe4 5. Nxe4 d5 6. Nxe5 dxe4 7. Nxc6 Qd5
2178,C63,"Tartakower Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 f5 4. Nc3 fxe4 5. Nxe4 Nf6
2179,C63,"Soviet Youth Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 f5 4. Nc3 Nd4 5. O-O
2180,C63,"Kostic Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 f5 4. Nc3 Nf6 5. exf5 Bc5
2181,C60,"Nuremberg Defense, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 f6
2182,C60,"Brentano Defense, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 g5
2183,C60,"Barnes; Smyslov; Fianchetto Var, Ruy",1. e4 e5 2. Nf3 Nc6 3. Bb5 g6
2184,C60,"Retreat Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nc8
2185,C61,"Bird Defense, Ruy Lopez; C61",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nd4
2186,C61,"Paulsen Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nd4 4. Nxd4 exd4 5. O-O Ne7
2187,C65,"Berlin Defense, Ruy Lopez; C65",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
2188,C65,"Kaufmann Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 Bc5 5. Be3
2189,C65,"Anderssen Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 d6 5. Bxc6+
2190,C65,"Duras Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 d6 5. c4
2191,C65,"Mortimer Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 Ne7
2192,C65,"Mortimer Trap, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d3 Ne7 5. Nxe5 c6
2193,C65,"Nyholm Attack, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d4 exd4 5. O-O
2194,C65,"Beverwijk Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Bc5
2195,C66,"Improved Steinitz Defense, Ruy Lopez; C66",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6
2196,C66,"Hedgehog Defense, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 Bd7 6. Nc3 Be7
2197,C66,"Closed Bernstein Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 Bd7 6. Nc3 Be7 7. Bg5
2198,C66,"Closed Showalter Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 Bd7 6. Nc3 Be7 7. Bxc6
2199,C66,"Tarrasch Trap, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 Bd7 6. Nc3 Be7 7. Re1 O-O
2200,C66,"Closed Wolf Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. d4 Bd7 6. Nc3 exd4
2201,C66,"Fishing Pole Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Ng4
2202,C67,"Rio Gambit Accepted, Ruy Lopez; C67",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4
2203,C67,"Rosenthal Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 a6
2204,C67,"Rio de Janeiro Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7
2205,C67,"Minckwitz Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. dxe5
2206,C67,"Trifunovic Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 d5
2207,C67,"Pillsbury Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 Nd6 7. Bxc6+ bxc6 8. dxe5 Nb7 9. b3
2208,C67,"Zukertort Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 Nd6 7. Bxc6+ bxc6 8. dxe5 Nb7 9. c4
2209,C67,"Berlin; Rio de Janerio Var, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 Nd6 7. Bxc6+ bxc6 8. dxe5 Nb7 9. Nc3 O-O 10. Re1
2210,C67,"Winawer Attack, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 Nd6 7. Bxc6+ bxc6 8. dxe5 Nb7 9. Nd4 O-O
2211,C67,"Cordel Defense, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 Nd6 7. Bxc6+ bxc6 8. dxe5 Nf5
2212,C67,"L’Hermet Variation, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6
2213,C67,"Westerinen Line, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Ne4
2214,C60,"Cozio Defense, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nge7
2215,C60,"Tartakower Gambit, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nge7 4. d4 exd4 5. Nxd4 g6 6. Nc3 Bg7 7. Be3 O-O 8. Qd2 d5
2216,C60,"Paulsen Variation, Cozio Defense, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Nge7 4. Nc3 g6
2217,C60,"Vinogradov Var, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Qe7
2218,C60,"Frankfort; Gunderam Var, Ruy Lopez",1. e4 e5 2. Nf3 Nc6 3. Bb5 Qf6
2219,C50,Italian Game; C50,1. e4 e5 2. Nf3 Nc6 3. Bc4
2220,C50,Giuoco Piano; Italian Opening,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5
2221,C51,Evans Gambit; C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4
2222,C51,"Lange Variation, Evans Gambit",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. b5 Na5 6. Nxe5 Nh6
2223,C51,Evans Gambit Accepted,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4
2224,C52,"Main Line, Evans Gambit; C52",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5
2225,C52,"Leonhardt Variation, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 b5
2226,C52,"Sokolsky Variation, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 d6 7. Bg5
2227,C52,"Lasker Defense, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 d6 7. O-O Bb6
2228,C52,"Tartakower Attack, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 d6 7. Qb3
2229,C52,"Pierce Defense, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4
2230,C52,"Schulen Defense, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O b5
2231,C52,"Waller Attack, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O d6 8. Qb3
2232,C52,"Compromised Defense, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O dxc3
2233,C52,"Mieses Defense, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 exd4 7. O-O Nge7
2234,C52,"Slow Variation, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. O-O
2235,C52,"Richardson Attack, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. O-O Nf6 7. d4 O-O 8. Nxe5
2236,C51,"Normal Position, Evans Gambit",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6
2237,C51,"Ulvestad Variation, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. d5 Na5 10. Bb2
2238,C51,"Paulsen Variation, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. d5 Na5 10. Bb2 Ne7
2239,C51,"Morphy Attack, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3
2240,C51,"Fraser Attack; Mortimer, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3 Bg4 10. Qa4
2241,C51,"Goering Attack, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3 Na5 10. Bg5
2242,C51,"Stone-Ware Defense, Evans Gambit",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bd6
2243,C51,"Anderssen Variation, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Be7
2244,C51,"Cordel Line, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Be7 6. d4 Na5
2245,C51,"Hein Countergambit, Evans",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 d5
2246,C50,Jerome Gambit; Kentucky Opening,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. Bxf7+
2247,C53,"Classical Variation, Italian; C53",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3
2248,C53,"Labourdonnais Variation, Italian",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 d6 5. d4 exd4 6. cxd4 Bb6
2249,C53,"Alexandre Gambit, Italian",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 f5
2250,C54,C54,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6
2251,C54,"Bird Attack, Italian",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. b4
2252,C53,Giuoco Pianissimo,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d3
2253,C53,"Center Attack, Italian",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4
2254,C53,"Grevo Gambit, Italian",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4
2255,C54,"Cracow Variation, Italian",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Kf1
2256,C54,"Moeller (Therkatz) Attack, Italian",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8. O-O Bxc3 9. d5
2257,C54,"Therkatz-Herzog, Italian",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8. O-O Bxc3 9. d5 Bf6 10. Re1 Ne7
2258,C54,"Greco Variation, Italian",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8. O-O Nxc3
